更新时间,#genre#
烟台公共[221ms|公网],http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8
广德生活[221ms|公网],https://live.gdtv.ah.cn/live/newsTV.m3u8
云南都市[221ms|移动],https://hwapi.yntv.net/62hdvf/rjwt14.m3u8
哈尔滨新闻综合[222ms|公网],http://stream.hrbtv.net/xwzh/sd/live.m3u8?zheild
镇江新闻综合[222ms|公网],http://cm-wshls.homecdn.com/live/2aa50.m3u8
海宁新闻综合[223ms|公网],https://p2hs.vzan.com/slowlive/317913155078575177/live.m3u8
广安公共[223ms|公网],http://live1.gatv.com.cn:85/live/GGPD.m3u8
广安公共[242ms|公网],http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
广安公共[245ms|公网],http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8?zsicd
诸暨新闻综合[224ms|联通],https://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
诸暨新闻综合[229ms|联通],http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
汪清综合[224ms|公网],http://stream5.jlntv.cn/wq/sd/live.m3u8
普陀电视台[224ms|联通],https://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
普陀电视台[联通],http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
甘南县综合[225ms|公网],https://stream.hrbtv.net/zxpd/sd/live.m3u8
衢江新闻综合[225ms|联通],http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed
哈尔滨娱乐[226ms|公网],https://stream.hrbtv.net/ylpd/sd/live.m3u8
哈尔滨娱乐[236ms|公网],http://stream.hrbtv.net/ylpd/sd/live.m3u8?zheild
哈尔滨都市咨询[226ms|公网],http://stream.hrbtv.net/zxpd/sd/live.m3u8?zheild
衡阳新闻综合[226ms|公网],https://liveplay-srs.voc.com.cn/hls/tv/183_554704.m3u8
井研综合[227ms|公网],http://tvfile.jyrmt.cn/nmip-media/channellive/channel104452/playlist.m3u8
兵团五师双河新闻综合[227ms|公网],http://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8?fbl=
余杭未来E[227ms|联通],http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
余杭未来E[230ms|联通],http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
旺苍新闻综合[227ms|电信],http://live.spccmc.com:90/live/spxwzh.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
江夏新闻综合[227ms|公网],http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd
桦甸综合[228ms|公网],http://stream9.jlntv.cn:80/aac_huadiangb/playlist.m3u8
乐至综合[229ms|公网],http://175.155.106.72:89/live1/live1.m3u8?zsicd
青田电视台[229ms|联通],http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
荆门新闻综合[229ms|联通],https://stream.jmtv.com.cn/xwzh/playlist.m3u8?_upt=3e28e7271664278691
荆门新闻综合[235ms|联通],http://stream.jmtv.com.cn/xwzh/sd/live.m3u8
雅安新闻综合[229ms|公网],https://play.yunxya.com/channellive/xinwen.m3u8
泸县新闻综合[230ms|公网],https://m3u8channel.ganzitv.com/nmip-media/channellive/channel1/playlist.m3u8
平湖新闻综合[231ms|联通],http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
长子综合[231ms|电信],https://www.wxhcgbds.com:8081/channelTv/WXTV_1.m3u8?zshanxd
象山新闻综合[233ms|联通],http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
上虞新闻综合[233ms|联通],http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
梅河口综合[233ms|公网],http://stream3.jlntv.cn:80/aac_mhkgb/playlist.m3u8
七台河新闻综合[233ms|公网],http://live.qthnews.org.cn:1935/live/live1/800k/tzwj_video.m3u8
铜梁综合[233ms|公网],http://183.64.174.171:40123/ch1.m3u8?zzhongqd
缙云新闻综合[234ms|联通],http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
遂昌综合[234ms|联通],http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8?zzhed
东丰综合[235ms|公网],http://stream3.jlntv.cn:80/aac_dfgb/playlist.m3u8
苍南新闻综合[236ms|联通],https://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
沐川综合[236ms|公网],http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd
松潘新闻综合[236ms|电信],http://live.spccmc.com:90/live/spxwzh.m3u8
松潘新闻综合[239ms|电信],http://live.spccmc.com:90/live/spxwzh.m3u8?zsicd
上虞文化影院[236ms|联通],http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
敦化一套[236ms|公网],http://stream8.jlntv.cn/dhtv/playlist.m3u8
新沂生活[236ms|电信],http://live.xysrmt.cn/shpd/sd/live.m3u8?zjiangsd
烟台新闻综合[238ms|公网],http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8
哈尔滨生活[238ms|公网],http://stream.hrbtv.net/shpd/sd/live.m3u8?zheild
璧山综合[238ms|电信],http://222.179.42.129:8181/hls1.m3u8
营山电视台[239ms|公网],http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd#http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
仁寿综合[239ms|公网],https://play.scrstv.com.cn/DT/live.m3u8?auth_key=60001724663204-0-0-c1cc4ded9841ac34f63cdbd3aec647ef
余姚新闻综合[240ms|联通],http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
余姚新闻综合[联通],http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl
长影频道[241ms|公网],http://tpc.x3322.net:9901/tsfile/live/1010_1.m3u8
福州生活[243ms|公网],http://live.zohi.tv:80/video/s10001-fztv-3/index.m3u8
奎屯哈萨克语[245ms|公网],http://218.84.12.186:8002/hls/main/playlist.m3u8?zxinjd
西宁新闻综合[248ms|公网],https://liveout.xntv.tv/a65jur/96iln2.m3u8?zqinghd
浙江留学[255ms|公网],http://ali-vl.cztv.com/channels/lantian/channel009/360p.m3u8
伊犁经济法制[257ms|公网],http://110.153.180.106:55555/out_4/index.m3u8
玛纳斯综合[263ms|公网],http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd,
伊犁维吾尔[272ms|公网],http://110.153.180.106:55555/out_2/index.m3u8
伊犁哈萨克[279ms|公网],http://110.153.180.106:55555/out_3/index.m3u8?zxinjd
伊犁哈萨克[公网],http://110.153.180.106:55555/out_3/index.m3u8
古县综合[公网],https://l2fpdktp.live.sxmty.com/live/hls/e4c3b363cc4549788e2d983f403e07db/d99ce1eb686e41b9afc888110bd95aa7.m3u8?zshanxd
龙游新闻综合[联通],https://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
龙游新闻综合[联通],http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?zzhed
句容党建[公网],http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
德惠综合[公网],http://stream11.jlntv.cn/dehuitv/sd/live.m3u8
舒兰新闻综合[公网],http://stream8.jlntv.cn/shulan/sd/live.m3u8?_upt=332db6421699196585
新昌生活[联通],http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
九台综合[公网],http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8
柳河综合[公网],http://stream3.jlntv.cn:80/aac_lhgb/sd/live.m3u8
靖宇综合[公网],http://stream9.jlntv.cn:80/aac_jygb/playlist.m3u8
句容生活[公网],http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
东莞生活资讯[公网],https://stream.sun0769.com/dgrtv1/mp4tv2_800/index.m3u8
烟台经济科技[公网],http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8
太谷新闻综合[美],https://p2.vzan.com/slowlive/596867413819827251/live.m3u8?zbid=1725814272&tpid=1516989100&type=0
太谷新闻综合[美],https://p2.vzan.com/slowlive/596867413819827251/live.m3u8?zbid=1725814272&amp;amp;tpid=1516989100&amp;amp;type=0
亳州农村[美],http://zbbf2.ahbztv.com/live/418.m3u8
亳州农村[美],http://zbbf2.ahbztv.com/live/418.m3u8?zanhd
苏州生活资讯[美],https://live-auth.51kandianshi.com/szgd/csztv5.m3u8
祁门综合[美],http://zbbf2.ahbztv.com/live/416.m3u8?zanhd
荥阳综合[美],http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8?zhend
荥阳综合[美],http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8
荥阳综合[美],http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8?wsSecret=df15530a0abec41b14bca00fc96270d1&wsTime=1654956569
苏州社会经济[美],https://live-auth.51kandianshi.com/szgd/csztv2.m3u8
永城综合[美],http://tvpull.dxhmt.cn:9081/tv/11481-1.m3u8
新野综合[美],http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8
新野综合[美],http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8?zhend
新野综合[美],http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8?zhend?
都市剧场[美],https://satellitepull.cnr.cn/live/wxcqxwgb/playlist.m3u8
甘肃经济[美],https://satellitepull.cnr.cn/live/wxgshhzs/playlist.m3u8
上海第一财经[美],https://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8
津南一套[美],http://play.jinnantv.top/live/JNTV1.m3u8?ztianjd
吉林乡村[美],https://satellitepull.cnr.cn/live/wxjlxcgb/playlist.m3u8
苏州文化生活[美],https://live-auth.51kandianshi.com/szgd/csztv3.m3u8
广西国际[美],https://hlscdn.liangtv.cn/live/0234c48e0bc24fe1b41b9999a253e581/1075ee38e04f490690f6a36a16e09c79.m3u8
甘肃都市[美],https://satellitepull.cnr.cn/live/wxgsdstb/playlist.m3u8
滨海新闻综合[美],http://traffic.jbh.tjbh.com/live/bhtv10/playlist.m3u8
北京新闻[美],https://satellitepull.cnr.cn/live/wxbjxwgb/playlist.m3u8
海南新闻[Mexi][Mexi],http://ls.qingting.fm/live/1861.m3u8
福建经济[美],http://satellitepull.cnr.cn/live/wx32fjdnjjgb/playlist.m3u8
第一财经[美],http://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8
福建新闻[美],http://satellitepull.cnr.cn/live/wx32fjxwgb/playlist.m3u8
衡水公共[Mexi][Mexi],http://ls.qingting.fm/live/2810.m3u8
铜陵新闻综合[Mexi][Mexi],https://ls.qingting.fm/live/21303/64k.m3u8
长沙新闻综合[Mexi][Mexi],http://ls.qingting.fm/live/4877.m3u8
靖江新闻综合[Mexi][Mexi],http://ls.qingting.fm/live/23797.m3u8
苏州新闻综合[美],https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
灌阳新闻综合[Mexi][Mexi],https://ls.qingting.fm/live/5043/64k.m3u8
山东生活[Mexi][Mexi],http://ls.qingting.fm/live/60260.m3u8
辽宁都市[Mexi][Mexi],https://ls.qingting.fm/live/1099/64k.m3u8
三明新闻综合[Mexi][Mexi],http://ls.qingting.fm/live/4885.m3u8
三明新闻综合[Mexi][Mexi],https://ls.qingting.fm/live/5022100/64k.m3u8
六安新闻综合[Mexi][Mexi],http://ls.qingting.fm/live/267.m3u8
黑龙江新闻[Mexi][Mexi],https://ls.qingting.fm/live/4974/64k.m3u8
六安公共[Mexi][Mexi],http://ls.qingting.fm/live/1794199.m3u8
象山综合[美],http://play-sh13.quklive.com/live/1702360350551252.m3u8?auth_key=2037107484-800189c57a5a44d3b823b60cf84f6756-0-a6f6828a62d5c167cff5e68735fa0d39
河北农民[Mexi][Mexi],http://ls.qingting.fm/live/1650.m3u8
河北农民[Mexi][Mexi],https://ls.qingting.fm/live/1650/64k.m3u8
武汉一台新闻综合[Mexi][Mexi],https://ls.qingting.fm/live/20198/64k.m3u8
浙江生活[Mexi][Mexi],http://ls.qingting.fm/live/1099.m3u8
南京新闻综合[美],http://nklive.nbs.cn/hls/d511bc9d-a694-4453-b3a2-4fc842cc97a1/index.m3u8
南京教科[美],http://nklive.nbs.cn/hls/75b3c462-b831-4de7-a34b-5d3221db2069/index.m3u8
陕西公共[Mexi][Mexi],http://ls.qingting.fm/live/1222.m3u8
大宁综合[法],http://live.daningtv.com/aac_dngb/playlist.m3u8
福建公共[加],https://live.264788.xyz/channel/fujianxiangcungonggong?streamid=1cf7fc3a8f6d160c33b43c2f9507a0cc&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
福建旅游[加],https://live.264788.xyz/channel/fujianlvyou?streamid=221239fcf3c7edb274f2f0760fe47f96&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
福建旅游[加],https://live.264788.xyz/channel/fujianlvyou?streamid=fc58882de71ce4575b66002f2475226b&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
福建旅游[加],https://live.264788.xyz/channel/fujianlvyou?streamid=599c11c8b284751261b165f4d5765b36&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk

央视频道,#genre#
CCTV3[157ms|移动],http://112.30.73.119:229/tsfile/live/0003_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV3[206ms|联通],http://125.42.148.178:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3[245ms|电信],http://222.169.85.8:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+[161ms|移动],http://223.78.65.165:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13[166ms|移动],http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV13[253ms|联通],http://123.130.84.106:8154/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13[联通],http://125.42.148.178:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8[197ms|公网],http://gmxw.7766.org:808/hls/96/index.m3u8
CCTV8[228ms|公网],http://124.165.251.82:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8[229ms|联通],http://125.42.148.178:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5[204ms|联通],http://125.42.148.178:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5[211ms|公网],http://gmxw.7766.org:808/hls/93/index.m3u8
CCTV5[移动],http://112.30.73.119:9901/tsfile/live/0005_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV10[207ms|联通],http://125.42.148.178:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10[269ms|联通],http://123.130.84.106:8154/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2[210ms|联通],http://125.42.148.178:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6[212ms|联通],http://125.42.148.178:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9[213ms|联通],http://125.42.148.178:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9[美],http://74.91.26.218:82/live/cctv9hd.m3u8
CCTV7[213ms|联通],http://125.42.148.178:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14[216ms|联通],http://125.42.148.178:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14[258ms|联通],http://123.130.84.106:8154/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15[217ms|公网],http://gmxw.7766.org:808/hls/102/index.m3u8
CCTV15[243ms|联通],http://125.42.148.178:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15[249ms|联通],http://123.130.84.106:8154/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
熊猫直播[218ms|公网],https://gcwbndali.v.myalicdn.com/gcwbnd/ipanda1000_2/index.m3u8
CCTV12[229ms|联通],http://125.42.148.178:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12[229ms|公网],http://124.165.251.82:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12[245ms|联通],http://123.130.84.106:8154/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16[250ms|公网],http://gmxw.7766.org:808/hls/169/index.m3u8
CCTV11[255ms|联通],http://123.130.84.106:8154/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11[联通],http://125.42.148.178:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17[261ms|联通],http://123.130.84.106:8154/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17[加],https://live.264788.xyz/channel/cctv17?streamid=348c8c0c04a6d2b900e5a3bcb4af8ce1&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV17[加],https://live.264788.xyz/channel/cctv17?streamid=f9c36f1e95b5b35eac89cc89583e7c0a&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV4[联通],http://125.42.148.178:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1[联通],http://125.42.148.178:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CGTN阿语[加],https://0472.org/hls/cgtna.m3u8
CGTN[加],https://0472.org/hls/cgtn.m3u8
CGTN[美],http://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
CGTN西语[加],https://0472.org/hls/cgtnx.m3u8
CGTN法语[美],http://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd.m3u8
CCTV5+[Camb][Camb],https://myip.pdtvhd.com/Sports/streams/CCTV5pul.m3u8
风云剧场[加],https://live.264788.xyz/channel/fengyunjuchang?streamid=31e7b5b7032d25dd215a4069cdee1a48&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV第一剧场[加],https://live.264788.xyz/channel/diyijuchang?streamid=d81e188b59ece96b7e8f1ce34aea3ef8&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV第一剧场[加],https://live.264788.xyz/channel/diyijuchang?streamid=e9b0fb1ca135a4aeae12944494883794&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV文化精品[加],https://live.264788.xyz/channel/yangshiwenhuajingpin?streamid=bc185d1ef1e528922e83efd845006277&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
兵器科技[加],https://live.264788.xyz/channel/bingqikeji?streamid=6fc55a0966bdad1e1cdf39a4d37dd776&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
兵器科技[加],https://live.264788.xyz/channel/bingqikeji?streamid=530cb4e58bbc48b7fc26f5e0a2e47966&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
支持作者[美],https://vd2.bdstatic.com/mda-sctj0f6r4u1bpebc/1080p/cae_h264/1774706523506678171/mda-sctj0f6r4u1bpebc.mp4
CCTV怀旧剧场[加],https://live.264788.xyz/channel/huaijiujuchang?streamid=7e5d1abdddde08f588234f3f640f75ff&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk

数字频道,#genre#
南国都市[197ms|公网],https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
四川科教[234ms|电信],http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8

春晚频道,#genre#
2024年春晚[200ms|公网],https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
1987年春晚[美],https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
2025年春晚[BVI],https://svip.high24-playback.com/20250129/17159_7bca93c4/2000k/hls/mixed.m3u8
1989年春晚[美],https://txmov2.a.kwimgs.com/bs3/video-hls/5194620763762726260_hlsb.m3u8
1988年春晚[美],https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
2013年春晚[美],https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ1NjNfMF8z_b_B4fea55408dca4471a68a963ae096be59.mp4
2003年春晚[美],https://alimov2.a.kwimgs.com/upic/2023/01/14/23/BMjAyMzAxMTQyMzQxNDdfNDAzMDAxOTlfOTM2MTU0MTk1NDFfMF8z_b_B182749d2cd2ea9323639254af385f24b.mp4
2004年春晚[美],https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxOTVfMF8z_b_B86c4430b82ff5a7f4e8132f6ee558536.mp4
2005年春晚[美],https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMzhfMF8z_b_B35ad7cc86aec8fc9e5ddfb31fc7bed63.mp4
2000年春晚[美],https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxMTNfMF8z_b_Bdddf4e7ef0ff6cfd477857bb40e78419.mp4
2006年春晚[美],https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyNzlfMF8z_b_Bbc3703fc331dc994c50859c19aad28ff.mp4
2009年春晚[美],https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzOTBfMF8z_b_B29a36a85e0277f6c2a1f033ef7c10708.mp4
2007年春晚[美],https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzMjNfMF8z_b_B00b069c7899976459ceeaa99353dfefe.mp4
2010年春晚[美],https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ0MjlfMF8z_b_B8818807a00eed329a69fb494f405bd43.mp4
2014年春晚[美],https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTNfNDAzMDAxOTlfOTI4OTY2ODAzNjlfMF8z_b_Bdee65c77f9e7b2120a185c919dad81d2.mp4
2018年春晚[美],https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
1995年春晚[美],https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQwNzVfMF8z_b_B811c0dec6b9a3d3074a18522c185010a.mp4
2002年春晚[美],https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxNDdfMF8z_b_Ba6271d10b7e6cfae83759033a091f257.mp4
1994年春晚[美],https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxMjNfMF8z_b_B3dde97f36273f04403d4dc5eec611a35.mp4
2001年春晚[美],https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMDFfMF8z_b_B70592cb7c4054e9cabb675e849bbf4bd.mp4
1996年春晚[美],https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
1993年春晚[美],https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYwODJfMF8z_b_B647d10e431b4cc5e48e6c77347d69021.mp4

更新时间,#genre#
2026-09-12 06:20:09[美],https://vd2.bdstatic.com/mda-sctj0f6r4u1bpebc/1080p/cae_h264/1774706523506678171/mda-sctj0f6r4u1bpebc.mp4
www.izbds.com[美],https://vd2.bdstatic.com/mda-sctj0f6r4u1bpebc/1080p/cae_h264/1774706523506678171/mda-sctj0f6r4u1bpebc.mp4

电影频道,#genre#
浙江教科影视[168ms|移动],http://ali-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江教科影视[202ms|移动],https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江教科影视[255ms|公网],http://ali-vl.cztv.com/channels/lantian/channel004/360p.m3u8
倩女幽魂妖魔道[206ms|公网],http://jsmov2.a.yximgs.com/bs3/video-hls/5232901391302199073_hlsb.m3u8
倩女幽魂人间道[207ms|公网],http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8
倩女幽魂道道道[209ms|公网],http://jsmov2.a.yximgs.com/bs3/video-hls/5216294367991385255_hlsb.m3u8
南宁影视娱乐[210ms|公网],http://hls.nntv.cn/nnlive/YSYL_244.m3u8
龙门飞甲[214ms|公网],http://jsmov2.a.yximgs.com/bs3/video-hls/5203346449046555193_hlsb.m3u8
东阳影视生活[217ms|联通],http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
哈尔滨影视[224ms|公网],http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild
CHC电影[235ms|移动],http://183.237.95.108:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
经典电影[美],https://txmov2.a.kwimgs.com/bs3/video-hls/5211790793651941963_hlsb.m3u8
韩国电影2[美],https://stream.ads.ottera.tv/playlist.m3u8?network_id=743
韩国电影1[美],https://stream.ads.ottera.tv/playlist.m3u8?network_id=595
人在囧途之港囧[德],https://vip.ffzy-play7.com/20230112/11082_fde1a94d/index.m3u8
拆弹专家2[The ][The ],https://vip.ffzy-online.com/20221015/722_e32c42bc/index.m3u8
人在囧途[德],https://vip.ffzy-play.com/20221018/1953_2d6ba500/index.m3u8
人在囧途之泰囧[德],https://vip.ffzy-play.com/20221018/1951_47e1adc8/index.m3u8
我不是药神[德],https://vip.ffzy-play1.com/20221018/478_c3afed66/index.m3u8
寒战[德],https://vip.ffzy-play6.com/20221019/157_bf0740ee/index.m3u8
